disease,ingredient,nutrients,is_risky,risk_score,severity
heart_disease,full-fat dairy,"{'sugars_100g': 3.12658192352385, 'carbohydrates_100g': 4.0676473534403, 'salt_100g': 1.2150064061404526, 'fat_100g': 80.06084540455706, 'saturated_fat_100g': 52.3956870354915, 'fiber_100g': 1.9443970573672402, 'proteins_100g': 1.1092082123953622, 'energy_kcal_100g': 714.8732696202004}",1,60,medium
heart_disease,sausages,"{'sugars_100g': 15.825393138433405, 'carbohydrates_100g': 11.744857780287917, 'salt_100g': 0.6597858535039591, 'fat_100g': 10.516853662318383, 'saturated_fat_100g': 8.10510312123003, 'fiber_100g': 3.471570716211204, 'proteins_100g': 16.475625056588054, 'energy_kcal_100g': 142.90781998379111}",1,60,medium
heart_disease,salami,"{'sugars_100g': 1.3105400405830636, 'carbohydrates_100g': 38.70884669399082, 'salt_100g': 1.2312048973142364, 'fat_100g': 20.191033714268237, 'saturated_fat_100g': 1.8689666558764395, 'fiber_100g': 1.922916215140409, 'proteins_100g': 15.158443179308112, 'energy_kcal_100g': 333.18260586147306}",1,60,medium
heart_disease,pepperoni,"{'sugars_100g': 11.858576013195387, 'carbohydrates_100g': 31.913593252977602, 'salt_100g': 0.7749793858512006, 'fat_100g': 16.241147566580246, 'saturated_fat_100g': 1.2470625161778703, 'fiber_100g': 5.625097178674182, 'proteins_100g': 15.723038968923422, 'energy_kcal_100g': 346.6032306590173}",1,60,medium
heart_disease,bologna,"{'sugars_100g': 17.187654440600394, 'carbohydrates_100g': 30.281068696732895, 'salt_100g': 0.9803209695228765, 'fat_100g': 17.495855381399544, 'saturated_fat_100g': 7.313497062462664, 'fiber_100g': 5.056897317845217, 'proteins_100g': 11.665000418867178, 'energy_kcal_100g': 339.0078476970411}",1,60,medium
heart_disease,pork ribs,"{'sugars_100g': 10.670247476317535, 'carbohydrates_100g': 46.61320005103988, 'salt_100g': 1.1996990127402498, 'fat_100g': 18.867172151902412, 'saturated_fat_100g': 6.300450898266702, 'fiber_100g': 2.588245244932864, 'proteins_100g': 3.320144247671828, 'energy_kcal_100g': 184.40054437813575}",1,60,medium
heart_disease,lamb chops,"{'sugars_100g': 2.5434808947314513, 'carbohydrates_100g': 30.103562100777765, 'salt_100g': 0.4982328910247471, 'fat_100g': 23.945138815039837, 'saturated_fat_100g': 3.7576363835613567, 'fiber_100g': 1.3979505320644348, 'proteins_100g': 18.116275886371493, 'energy_kcal_100g': 170.76156594809385}",1,60,medium
heart_disease,duck,"{'sugars_100g': 16.86050049438692, 'carbohydrates_100g': 34.79188968554709, 'salt_100g': 1.3912640143617265, 'fat_100g': 3.6729262101166915, 'saturated_fat_100g': 5.151764645229432, 'fiber_100g': 6.7086107066015614, 'proteins_100g': 7.098633598914482, 'energy_kcal_100g': 322.33752632304237}",1,60,medium
heart_disease,goose,"{'sugars_100g': 4.546928228037855, 'carbohydrates_100g': 50.499753542740805, 'salt_100g': 1.0121524962330233, 'fat_100g': 24.662122821934464, 'saturated_fat_100g': 1.6021678139467843, 'fiber_100g': 9.498073378811045, 'proteins_100g': 20.98199822179999, 'energy_kcal_100g': 136.1888099590489}",1,60,medium
heart_disease,"organ meats (liver, kidney)","{'sugars_100g': 4.397387866662665, 'carbohydrates_100g': 11.072768891153853, 'salt_100g': 0.7963977664772524, 'fat_100g': 6.821318043838644, 'saturated_fat_100g': 2.970727867372206, 'fiber_100g': 6.670220779798339, 'proteins_100g': 24.805933928019186, 'energy_kcal_100g': 324.21453393735686}",1,60,medium
heart_disease,pâté,"{'sugars_100g': 5.202739642817262, 'carbohydrates_100g': 38.583906583383, 'salt_100g': 1.7844218054183911, 'fat_100g': 20.573038257636306, 'saturated_fat_100g': 4.072534892434777, 'fiber_100g': 0.013413652903881967, 'proteins_100g': 8.122484671547058, 'energy_kcal_100g': 121.98095145045777}",1,60,medium
heart_disease,fried chicken (skin-on),"{'sugars_100g': 3.62636005260611, 'carbohydrates_100g': 44.725274118719675, 'salt_100g': 1.6585602551534417, 'fat_100g': 18.707174916310436, 'saturated_fat_100g': 1.2819185350915019, 'fiber_100g': 4.69722744947585, 'proteins_100g': 4.130840104883108, 'energy_kcal_100g': 325.91659724366644}",1,60,medium
heart_disease,bacon,"{'sugars_100g': 12.095297867724817, 'carbohydrates_100g': 59.874261379966434, 'salt_100g': 1.049101010337708, 'fat_100g': 2.504968025460811, 'saturated_fat_100g': 9.077491693124333, 'fiber_100g': 6.7857581056079, 'proteins_100g': 27.16940741283541, 'energy_kcal_100g': 353.89231670309067}",1,60,medium
heart_disease,ham hocks,"{'sugars_100g': 3.5160585888148166, 'carbohydrates_100g': 13.098499541695848, 'salt_100g': 1.4074235377631439, 'fat_100g': 27.015961490160226, 'saturated_fat_100g': 8.954217201439334, 'fiber_100g': 3.8279763378247935, 'proteins_100g': 19.703493566770796, 'energy_kcal_100g': 66.84274216765905}",1,60,medium
heart_disease,prime rib,"{'sugars_100g': 3.0215712078982437, 'carbohydrates_100g': 35.830735746260665, 'salt_100g': 1.7309739863937272, 'fat_100g': 3.682572373561798, 'saturated_fat_100g': 3.2359945173813376, 'fiber_100g': 5.185077483367669, 'proteins_100g': 13.635038003098442, 'energy_kcal_100g': 257.26643783567215}",1,60,medium
heart_disease,T-bone steak,"{'sugars_100g': 10.051143907733822, 'carbohydrates_100g': 57.047622170274764, 'salt_100g': 1.9728802748670031, 'fat_100g': 13.966351821492957, 'saturated_fat_100g': 5.729921577830945, 'fiber_100g': 3.649299644601803, 'proteins_100g': 13.107786842706027, 'energy_kcal_100g': 389.13107333457793}",1,60,medium
heart_disease,cream cheese,"{'sugars_100g': 14.759174291191853, 'carbohydrates_100g': 40.50600496906236, 'salt_100g': 1.2795104385067015, 'fat_100g': 10.953336304394895, 'saturated_fat_100g': 5.788260682633924, 'fiber_100g': 9.870647261048866, 'proteins_100g': 3.324987591181068, 'energy_kcal_100g': 102.39045886910888}",1,60,medium
heart_disease,sour cream,"{'sugars_100g': 0.2155360073360879, 'carbohydrates_100g': 29.6229224175805, 'salt_100g': 1.955032708897319, 'fat_100g': 12.362618675200144, 'saturated_fat_100g': 0.406513463566196, 'fiber_100g': 8.130475482457747, 'proteins_100g': 20.518299293570205, 'energy_kcal_100g': 391.28892781862174}",1,60,medium
heart_disease,heavy cream,"{'sugars_100g': 5.844657512027314, 'carbohydrates_100g': 30.874223052059605, 'salt_100g': 0.652139701118366, 'fat_100g': 16.6689567905989, 'saturated_fat_100g': 7.954675430808541, 'fiber_100g': 7.671639108627, 'proteins_100g': 11.60135255073517, 'energy_kcal_100g': 321.6459164445515}",1,60,medium
heart_disease,ice cream,"{'sugars_100g': 19.073754630515957, 'carbohydrates_100g': 16.928065449055726, 'salt_100g': 0.9945125576698968, 'fat_100g': 14.20962040169093, 'saturated_fat_100g': 0.4349427846032383, 'fiber_100g': 6.197189511356216, 'proteins_100g': 14.52808965012711, 'energy_kcal_100g': 291.2303145759124}",1,60,medium
heart_disease,buttermilk,"{'sugars_100g': 0.22460405175039166, 'carbohydrates_100g': 3.5582693958877574, 'salt_100g': 0.0022074412073325167, 'fat_100g': 89.56252290982623, 'saturated_fat_100g': 59.75851012945881, 'fiber_100g': 0.09242315538097845, 'proteins_100g': 1.5373132620682999, 'energy_kcal_100g': 801.9176120168182}",1,60,medium
heart_disease,cheese spreads,"{'sugars_100g': 14.75104717594842, 'carbohydrates_100g': 12.640427251331108, 'salt_100g': 1.919098782878889, 'fat_100g': 9.1798037895334, 'saturated_fat_100g': 9.248384178462919, 'fiber_100g': 0.2210581993775529, 'proteins_100g': 3.602910198030216, 'energy_kcal_100g': 334.80934681177007}",1,60,medium
heart_disease,whole milk yogurt,"{'sugars_100g': 0.21285779259302862, 'carbohydrates_100g': 30.312116591780878, 'salt_100g': 0.24524566021088368, 'fat_100g': 22.007763131643195, 'saturated_fat_100g': 9.681645444546477, 'fiber_100g': 1.3338660411956915, 'proteins_100g': 27.35156469651714, 'energy_kcal_100g': 212.2229988230856}",1,60,medium
heart_disease,custard,"{'sugars_100g': 12.492726030771513, 'carbohydrates_100g': 31.352275550390452, 'salt_100g': 0.1344060992120104, 'fat_100g': 16.630503892389402, 'saturated_fat_100g': 0.7342402217308319, 'fiber_100g': 8.370495755974073, 'proteins_100g': 15.699236241236669, 'energy_kcal_100g': 156.10670186062276}",1,60,medium
heart_disease,queso fresco,"{'sugars_100g': 9.911437682449094, 'carbohydrates_100g': 28.02366962884303, 'salt_100g': 1.3985363173054948, 'fat_100g': 15.165823555140282, 'saturated_fat_100g': 6.140860138090508, 'fiber_100g': 5.043213449934637, 'proteins_100g': 0.11544579012975786, 'energy_kcal_100g': 195.33901822872016}",1,60,medium
heart_disease,cholesterol,"{'sugars_100g': 2.929246892202053, 'carbohydrates_100g': 47.960566095056826, 'salt_100g': 0.6241941007495586, 'fat_100g': 29.82853636812718, 'saturated_fat_100g': 8.51764602040886, 'fiber_100g': 9.183967910148127, 'proteins_100g': 8.212613497568778, 'energy_kcal_100g': 121.21483799385136}",1,40,low
heart_disease,egg yolk,"{'sugars_100g': 7.934361466386233, 'carbohydrates_100g': 48.16721914061238, 'salt_100g': 0.196076402356421, 'fat_100g': 3.7387029836580163, 'saturated_fat_100g': 5.600939989406552, 'fiber_100g': 0.791972596665218, 'proteins_100g': 13.459918013344911, 'energy_kcal_100g': 345.3444724884266}",1,40,low
heart_disease,"shellfish (shrimp, lobster)","{'sugars_100g': 2.191641041292005, 'carbohydrates_100g': 47.987539486471654, 'salt_100g': 0.7768997702481537, 'fat_100g': 9.328504900303292, 'saturated_fat_100g': 4.234976509217398, 'fiber_100g': 1.4156116769588145, 'proteins_100g': 24.756249186759085, 'energy_kcal_100g': 285.3721461398761}",1,40,low
heart_disease,squid,"{'sugars_100g': 1.5210855349104602, 'carbohydrates_100g': 51.138351356024565, 'salt_100g': 1.5786370576622322, 'fat_100g': 24.839403641505292, 'saturated_fat_100g': 9.815913797739357, 'fiber_100g': 8.782196680554703, 'proteins_100g': 5.390522904243754, 'energy_kcal_100g': 294.5116580271079}",1,40,low
heart_disease,caviar,"{'sugars_100g': 0.37354123554090624, 'carbohydrates_100g': 10.565278135419817, 'salt_100g': 0.12931792492266214, 'fat_100g': 22.37626110584772, 'saturated_fat_100g': 3.1178272245522685, 'fiber_100g': 2.0519752639231017, 'proteins_100g': 0.6215286678000387, 'energy_kcal_100g': 259.32043407130095}",1,40,low
heart_disease,offal,"{'sugars_100g': 5.33938263398571, 'carbohydrates_100g': 52.946218838148766, 'salt_100g': 0.34824499552778954, 'fat_100g': 7.940726050616297, 'saturated_fat_100g': 2.6859517297322255, 'fiber_100g': 1.1945288280413036, 'proteins_100g': 5.205888895552721, 'energy_kcal_100g': 177.21180639146854}",1,40,low
heart_disease,animal fats in processed foods,"{'sugars_100g': 2.6917435157322784, 'carbohydrates_100g': 6.851654476172007, 'salt_100g': 1.8776088823495074, 'fat_100g': 95.07747513651323, 'saturated_fat_100g': 58.67050736327202, 'fiber_100g': 1.9704045626117779, 'proteins_100g': 1.8845744099606738, 'energy_kcal_100g': 874.0100570578144}",1,40,low
heart_disease,omega-3,"{'sugars_100g': 9.623004643335655, 'carbohydrates_100g': 28.309230709661655, 'salt_100g': 1.785417411743241, 'fat_100g': 2.6393317525879603, 'saturated_fat_100g': 2.6300910351391527, 'fiber_100g': 9.006385882674685, 'proteins_100g': 0.6272877160631651, 'energy_kcal_100g': 264.96087199213287}",0,10,safe
heart_disease,fiber,"{'sugars_100g': 0.5006559664133148, 'carbohydrates_100g': 43.52280360958048, 'salt_100g': 1.6401236634275456, 'fat_100g': 14.757030078981266, 'saturated_fat_100g': 8.987261787560033, 'fiber_100g': 3.4148695974194654, 'proteins_100g': 26.074314929108063, 'energy_kcal_100g': 55.88063733454401}",0,10,safe
heart_disease,antioxidants,"{'sugars_100g': 14.132202477918439, 'carbohydrates_100g': 19.47965824468645, 'salt_100g': 0.9075786060194564, 'fat_100g': 26.94893113782575, 'saturated_fat_100g': 7.039307019707528, 'fiber_100g': 8.249398796967055, 'proteins_100g': 16.130616041635154, 'energy_kcal_100g': 190.11554795250262}",0,10,safe
heart_disease,plant sterols,"{'sugars_100g': 10.854633259290576, 'carbohydrates_100g': 24.59991266395855, 'salt_100g': 1.285360491940941, 'fat_100g': 26.38981172934725, 'saturated_fat_100g': 5.249681162694372, 'fiber_100g': 7.532570977423321, 'proteins_100g': 3.5254317177070718, 'energy_kcal_100g': 198.61945589084615}",0,10,safe
heart_disease,"fatty fish (salmon, mackerel, sardines, herring)","{'sugars_100g': 1.495979635768605, 'carbohydrates_100g': 5.540859763593218, 'salt_100g': 0.9099719429858197, 'fat_100g': 0.4771728500769479, 'saturated_fat_100g': 8.581729347138666, 'fiber_100g': 0.9512331323909753, 'proteins_100g': 0.6570791363356716, 'energy_kcal_100g': 733.4987128034982}",0,10,safe
heart_disease,walnuts,"{'sugars_100g': 15.912531929029537, 'carbohydrates_100g': 34.250257113470255, 'salt_100g': 1.3391870391795038, 'fat_100g': 26.36316602238291, 'saturated_fat_100g': 8.086050139106131, 'fiber_100g': 2.7401025517107245, 'proteins_100g': 27.624244122855753, 'energy_kcal_100g': 299.0473438578639}",0,10,safe
heart_disease,flaxseeds,"{'sugars_100g': 10.03676743998637, 'carbohydrates_100g': 52.02632759281526, 'salt_100g': 0.08117603455288003, 'fat_100g': 4.532479250876574, 'saturated_fat_100g': 2.0988980261112946, 'fiber_100g': 0.9630221217268553, 'proteins_100g': 24.775603676061717, 'energy_kcal_100g': 264.00254158215796}",0,10,safe
heart_disease,chia seeds,"{'sugars_100g': 18.67489305650737, 'carbohydrates_100g': 23.96939461522615, 'salt_100g': 1.0233439569344642, 'fat_100g': 9.257794906211478, 'saturated_fat_100g': 8.275753859228756, 'fiber_100g': 6.189199234421654, 'proteins_100g': 16.445287259902823, 'energy_kcal_100g': 327.23853393883445}",0,10,safe
heart_disease,hemp seeds,"{'sugars_100g': 12.513314035292078, 'carbohydrates_100g': 14.035249647735096, 'salt_100g': 1.82837083400762, 'fat_100g': 5.348559144669013, 'saturated_fat_100g': 9.149071525119648, 'fiber_100g': 6.254048202125199, 'proteins_100g': 6.647622123799564, 'energy_kcal_100g': 221.70263197772294}",0,10,safe
heart_disease,soybeans,"{'sugars_100g': 18.22867777203894, 'carbohydrates_100g': 33.690390720501505, 'salt_100g': 0.9155654944451421, 'fat_100g': 4.722768634203355, 'saturated_fat_100g': 4.184549089148607, 'fiber_100g': 8.427615836229563, 'proteins_100g': 9.365779423957347, 'energy_kcal_100g': 156.48308087182818}",0,10,safe
heart_disease,kidney beans,"{'sugars_100g': 7.37462693978673, 'carbohydrates_100g': 47.43285547530357, 'salt_100g': 0.41024593440544965, 'fat_100g': 19.827070181730697, 'saturated_fat_100g': 7.223621681004639, 'fiber_100g': 8.979708975597214, 'proteins_100g': 12.196327598002078, 'energy_kcal_100g': 356.1331738771169}",0,10,safe
heart_disease,lentils,"{'sugars_100g': 19.220733482787672, 'carbohydrates_100g': 26.773777925015647, 'salt_100g': 1.5109025872379869, 'fat_100g': 4.889733622656305, 'saturated_fat_100g': 4.187714572853701, 'fiber_100g': 3.063303976965827, 'proteins_100g': 27.767580081139577, 'energy_kcal_100g': 369.3834066807464}",0,10,safe
heart_disease,oats,"{'sugars_100g': 19.197201187144227, 'carbohydrates_100g': 53.26618298547293, 'salt_100g': 1.6204798463831644, 'fat_100g': 4.802241280395351, 'saturated_fat_100g': 5.8929311357952, 'fiber_100g': 9.113131371498005, 'proteins_100g': 1.0821320680172197, 'energy_kcal_100g': 350.1574725963161}",0,10,safe
heart_disease,barley,"{'sugars_100g': 19.336461983076056, 'carbohydrates_100g': 19.4428033688051, 'salt_100g': 1.1657363684574291, 'fat_100g': 3.4733751692014394, 'saturated_fat_100g': 6.959535210750484, 'fiber_100g': 1.0488400603956516, 'proteins_100g': 20.106038551007334, 'energy_kcal_100g': 64.84589753465272}",0,10,safe
heart_disease,psyllium,"{'sugars_100g': 12.34129401919757, 'carbohydrates_100g': 21.926858003686156, 'salt_100g': 1.191713196444093, 'fat_100g': 20.51043653827874, 'saturated_fat_100g': 5.716433261426515, 'fiber_100g': 0.13222407656726776, 'proteins_100g': 27.648203245978916, 'energy_kcal_100g': 307.5858136335086}",0,10,safe
heart_disease,berries,"{'sugars_100g': 3.652271256646784, 'carbohydrates_100g': 13.299685250098067, 'salt_100g': 0.642346589816819, 'fat_100g': 22.852592325438508, 'saturated_fat_100g': 6.16668292824178, 'fiber_100g': 7.6975694116655715, 'proteins_100g': 13.405107317080285, 'energy_kcal_100g': 257.65039162757034}",0,10,safe
heart_disease,dark leafy greens,"{'sugars_100g': 15.200047148880127, 'carbohydrates_100g': 16.270237735560556, 'salt_100g': 0.9340218949703045, 'fat_100g': 8.517551733045872, 'saturated_fat_100g': 8.071537040756606, 'fiber_100g': 9.236326244856617, 'proteins_100g': 28.610547612163135, 'energy_kcal_100g': 203.5353922518985}",0,10,safe
heart_disease,dark chocolate (>70%),"{'sugars_100g': 5.0500910853833165, 'carbohydrates_100g': 46.482312612352985, 'salt_100g': 0.8024277152503667, 'fat_100g': 29.299577566125045, 'saturated_fat_100g': 3.1543058825326584, 'fiber_100g': 9.837661711225, 'proteins_100g': 11.586746760720493, 'energy_kcal_100g': 81.60388255853921}",0,10,safe
heart_disease,green tea,"{'sugars_100g': 8.85857163492292, 'carbohydrates_100g': 11.715792369117564, 'salt_100g': 0.9832028393850472, 'fat_100g': 17.13231502588814, 'saturated_fat_100g': 4.223965366627439, 'fiber_100g': 5.387228870142411, 'proteins_100g': 24.569470789639304, 'energy_kcal_100g': 136.0586138951042}",0,10,safe
heart_disease,red wine (moderate),"{'sugars_100g': 9.010478350499804, 'carbohydrates_100g': 59.82066652120406, 'salt_100g': 1.3372501998375352, 'fat_100g': 21.92102762462882, 'saturated_fat_100g': 7.674219997453607, 'fiber_100g': 7.4168317569747675, 'proteins_100g': 21.41405396207001, 'energy_kcal_100g': 168.9022201668601}",0,10,safe
heart_disease,tomatoes,"{'sugars_100g': 9.757553158734444, 'carbohydrates_100g': 13.25062270810708, 'salt_100g': 1.0133917684668798, 'fat_100g': 29.262041599026315, 'saturated_fat_100g': 8.121621340822186, 'fiber_100g': 0.4529968459975875, 'proteins_100g': 18.235993139799398, 'energy_kcal_100g': 341.8998098897293}",0,10,safe
heart_disease,broccoli,"{'sugars_100g': 3.200852439749513, 'carbohydrates_100g': 21.659656423920524, 'salt_100g': 0.8107663749554859, 'fat_100g': 28.818761121766464, 'saturated_fat_100g': 8.81665676469744, 'fiber_100g': 5.144451342006495, 'proteins_100g': 2.432479240337293, 'energy_kcal_100g': 129.41533882372713}",0,10,safe
heart_disease,artichokes,"{'sugars_100g': 6.628208277339569, 'carbohydrates_100g': 58.389534908584714, 'salt_100g': 0.7276311860442808, 'fat_100g': 27.52076288302052, 'saturated_fat_100g': 8.190027466973095, 'fiber_100g': 5.286454791715545, 'proteins_100g': 1.0552602926142962, 'energy_kcal_100g': 221.55852492452078}",0,10,safe
heart_disease,red cabbage,"{'sugars_100g': 18.259638046195935, 'carbohydrates_100g': 11.096282000558501, 'salt_100g': 0.5402144785558189, 'fat_100g': 13.937114559509027, 'saturated_fat_100g': 9.847121505836778, 'fiber_100g': 5.51494282385848, 'proteins_100g': 8.551637501712497, 'energy_kcal_100g': 274.05211958608004}",0,10,safe
heart_disease,beans,"{'sugars_100g': 12.136244104348773, 'carbohydrates_100g': 11.498125828782138, 'salt_100g': 1.4498238115285866, 'fat_100g': 22.615023056668367, 'saturated_fat_100g': 2.754333328074133, 'fiber_100g': 3.642496126140331, 'proteins_100g': 18.789984071726426, 'energy_kcal_100g': 66.76542551519216}",0,10,safe
heart_disease,"nuts (almonds, pistachios)","{'sugars_100g': 16.19570004274487, 'carbohydrates_100g': 30.531054791143156, 'salt_100g': 1.4506475995692667, 'fat_100g': 22.3772237781268, 'saturated_fat_100g': 6.824466285639543, 'fiber_100g': 3.558837804077424, 'proteins_100g': 25.230288116406197, 'energy_kcal_100g': 160.9512796247359}",0,10,safe
heart_disease,avocado,"{'sugars_100g': 8.669032384195837, 'carbohydrates_100g': 38.96925227183547, 'salt_100g': 1.3006750023401359, 'fat_100g': 18.944251123044115, 'saturated_fat_100g': 9.249677168650013, 'fiber_100g': 9.95462695484614, 'proteins_100g': 8.350855418915774, 'energy_kcal_100g': 144.82022936353587}",0,10,safe
heart_disease,olive oil,"{'sugars_100g': 0.9231600393672962, 'carbohydrates_100g': 1.981457145194494, 'salt_100g': 0.8885214573755691, 'fat_100g': 15.228869180913145, 'saturated_fat_100g': 4.348867971778317, 'fiber_100g': 1.2959479292114484, 'proteins_100g': 1.5292874668080714, 'energy_kcal_100g': 883.7138687809028}",0,10,safe
heart_disease,garlic,"{'sugars_100g': 11.43869146759272, 'carbohydrates_100g': 40.15557785438047, 'salt_100g': 0.5801644096723968, 'fat_100g': 24.52372589018586, 'saturated_fat_100g': 2.4277617562409235, 'fiber_100g': 6.858560979705496, 'proteins_100g': 8.390838652496058, 'energy_kcal_100g': 381.182265681276}",0,10,safe
heart_disease,turmeric,"{'sugars_100g': 13.456178950410607, 'carbohydrates_100g': 15.509073487469507, 'salt_100g': 0.7343241036444257, 'fat_100g': 23.37758929538837, 'saturated_fat_100g': 3.9581960828789677, 'fiber_100g': 9.105291920517713, 'proteins_100g': 23.933968897882398, 'energy_kcal_100g': 164.3108239373346}",0,10,safe
heart_disease,ginger,"{'sugars_100g': 19.65385882884969, 'carbohydrates_100g': 43.80070814209616, 'salt_100g': 1.4171905226777868, 'fat_100g': 10.923523708340223, 'saturated_fat_100g': 9.855782565246463, 'fiber_100g': 9.090816724467084, 'proteins_100g': 14.171103019067747, 'energy_kcal_100g': 309.0023135634425}",0,10,safe
high_cholesterol,trans fat,"{'sugars_100g': 2.6422542318271662, 'carbohydrates_100g': 1.325747117421745, 'salt_100g': 0.9453062074170802, 'fat_100g': 90.17181550076992, 'saturated_fat_100g': 58.87879353876667, 'fiber_100g': 1.5513184024328825, 'proteins_100g': 0.16579828071750602, 'energy_kcal_100g': 884.0675495775419}",1,80,high
high_cholesterol,saturated fat,"{'sugars_100g': 2.100960536917178, 'carbohydrates_100g': 3.0932460020689834, 'salt_100g': 0.5025234556014628, 'fat_100g': 85.22640270341317, 'saturated_fat_100g': 55.14751876011984, 'fiber_100g': 0.7398787106351019, 'proteins_100g': 0.4925630047973053, 'energy_kcal_100g': 826.5424057609125}",1,80,high
high_cholesterol,dietary cholesterol,"{'sugars_100g': 9.856821697704191, 'carbohydrates_100g': 29.041924562820988, 'salt_100g': 0.22506176331242234, 'fat_100g': 20.534855348280598, 'saturated_fat_100g': 2.2203504219955272, 'fiber_100g': 1.690767595340833, 'proteins_100g': 7.8106147977875215, 'energy_kcal_100g': 267.82009665158466}",1,80,high
high_cholesterol,partially hydrogenated oils,"{'sugars_100g': 4.975712630945727, 'carbohydrates_100g': 5.0264823505182665, 'salt_100g': 0.21284448860747718, 'fat_100g': 87.91813941930937, 'saturated_fat_100g': 54.20549028667893, 'fiber_100g': 1.7191089623665772, 'proteins_100g': 0.7960004015905251, 'energy_kcal_100g': 723.4802925366614}",1,80,high
high_cholesterol,shortening,"{'sugars_100g': 15.117550198975621, 'carbohydrates_100g': 10.118439394886138, 'salt_100g': 0.46432372529525257, 'fat_100g': 4.567018012651987, 'saturated_fat_100g': 1.4318869081076169, 'fiber_100g': 0.8716333100350582, 'proteins_100g': 21.51084028365194, 'energy_kcal_100g': 263.2022502167615}",1,80,high
high_cholesterol,margarine (stick),"{'sugars_100g': 18.120562634628875, 'carbohydrates_100g': 43.71475081267752, 'salt_100g': 1.204435995791864, 'fat_100g': 1.4461469220943113, 'saturated_fat_100g': 2.259589236621288, 'fiber_100g': 4.779942968360001, 'proteins_100g': 14.555800771193493, 'energy_kcal_100g': 392.83420440397674}",1,80,high
high_cholesterol,commercial baked goods,"{'sugars_100g': 12.604660273097533, 'carbohydrates_100g': 30.116781787528176, 'salt_100g': 1.678942728576224, 'fat_100g': 11.7246262776853, 'saturated_fat_100g': 4.618821884576675, 'fiber_100g': 2.2416262135772125, 'proteins_100g': 1.891315613656398, 'energy_kcal_100g': 396.23162339597104}",1,80,high
high_cholesterol,fried foods (fast food),"{'sugars_100g': 16.272503848643076, 'carbohydrates_100g': 36.44096836530291, 'salt_100g': 0.9499551025368682, 'fat_100g': 26.31315858163352, 'saturated_fat_100g': 0.8052025145232911, 'fiber_100g': 6.6157686307562305, 'proteins_100g': 18.899468949914638, 'energy_kcal_100g': 248.00530144883732}",1,80,high
high_cholesterol,non-dairy creamers,"{'sugars_100g': 4.720895649988474, 'carbohydrates_100g': 53.19303996898664, 'salt_100g': 0.6749396555593379, 'fat_100g': 13.687714155045095, 'saturated_fat_100g': 9.267283409596578, 'fiber_100g': 3.4501904189384955, 'proteins_100g': 14.279672905707399, 'energy_kcal_100g': 123.56212976715268}",1,80,high
high_cholesterol,frosting,"{'sugars_100g': 5.310827516255962, 'carbohydrates_100g': 49.060982827489454, 'salt_100g': 0.3080426261124454, 'fat_100g': 19.129536728953248, 'saturated_fat_100g': 4.7909003769918534, 'fiber_100g': 4.250775924967131, 'proteins_100g': 1.705735000944233, 'energy_kcal_100g': 312.8617312892844}",1,80,high
high_cholesterol,"packaged snacks (chips, crackers)","{'sugars_100g': 16.197939779735286, 'carbohydrates_100g': 48.825908558204084, 'salt_100g': 1.562260676994453, 'fat_100g': 17.087898382901855, 'saturated_fat_100g': 6.862800961280938, 'fiber_100g': 5.219118132789272, 'proteins_100g': 1.9115902877914392, 'energy_kcal_100g': 375.07277817413467}",1,80,high
high_cholesterol,frozen pies/pastries,"{'sugars_100g': 4.013989281240389, 'carbohydrates_100g': 55.975540840395034, 'salt_100g': 0.13501554740285848, 'fat_100g': 27.309839990570655, 'saturated_fat_100g': 9.8676584903729, 'fiber_100g': 1.3356326570003108, 'proteins_100g': 21.731737264514944, 'energy_kcal_100g': 213.22367050945098}",1,80,high
high_cholesterol,microwave popcorn (butter),"{'sugars_100g': 0.4298542156439944, 'carbohydrates_100g': 1.543403176787893, 'salt_100g': 0.4427313373751567, 'fat_100g': 90.12647334105391, 'saturated_fat_100g': 40.85940914559975, 'fiber_100g': 1.0669551239561295, 'proteins_100g': 0.43685672639085293, 'energy_kcal_100g': 894.8794258852578}",1,80,high
high_cholesterol,coffee whiteners,"{'sugars_100g': 5.029301512760829, 'carbohydrates_100g': 57.91678773655395, 'salt_100g': 0.21529974299293686, 'fat_100g': 6.33927923844155, 'saturated_fat_100g': 5.98075945482937, 'fiber_100g': 9.455923680483714, 'proteins_100g': 29.67347313726915, 'energy_kcal_100g': 191.30537947640693}",1,80,high
high_cholesterol,biscuits (packaged),"{'sugars_100g': 4.472655378257757, 'carbohydrates_100g': 41.68100858464293, 'salt_100g': 0.48493544635500774, 'fat_100g': 10.717468255769814, 'saturated_fat_100g': 1.106909309013604, 'fiber_100g': 6.9220813126764815, 'proteins_100g': 6.280862966474165, 'energy_kcal_100g': 292.152512387047}",1,80,high
high_cholesterol,cake mixes,"{'sugars_100g': 8.922459115305427, 'carbohydrates_100g': 23.74407869985535, 'salt_100g': 0.5192918394094572, 'fat_100g': 4.633630387444137, 'saturated_fat_100g': 5.976116436030656, 'fiber_100g': 0.9183413948004737, 'proteins_100g': 23.790270440818528, 'energy_kcal_100g': 383.51083550952785}",1,80,high
high_cholesterol,cookie dough,"{'sugars_100g': 8.046455133249166, 'carbohydrates_100g': 23.14420651002039, 'salt_100g': 0.8502889426987081, 'fat_100g': 9.851188267030397, 'saturated_fat_100g': 1.3824948451369434, 'fiber_100g': 9.205090537086488, 'proteins_100g': 4.593767994013854, 'energy_kcal_100g': 291.9593195167496}",1,80,high
